loan_status,term,home_ownership,emp_length,verification_status,installment,monthly_inc,PaymentToIncome,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc
1,36,3,1,2,502.0,10400.0,0.04826923076923077,15.83,2,0,18,0,109255,0.634,48
1,36,4,10,3,157.13,10000.0,0.015713,13.24,0,1,7,0,116686,0.87,47
0,60,2,5,2,198.05,6333.333333333333,0.03127105263157895,22.55,0,1,12,0,23130,0.79,45
0,60,3,10,2,246.15,4425.166666666667,0.055625023539603025,11.03,0,0,9,0,14816,0.35700000000000004,31
1,60,3,3,2,647.05,5000.0,0.12941,10.64,0,0,12,0,664,0.008,29
1,36,2,7,1,467.6,3322.9166666666665,0.14071974921630095,4.6,0,0,7,0,11086,0.792,14
1,60,2,9,1,149.94,6500.0,0.023067692307692306,8.4,0,0,6,0,4686,0.8079999999999999,10
1,60,3,10,2,467.13,5000.0,0.093426,12.5,0,2,5,0,7172,0.8059999999999999,8
1,36,2,5,1,144.66,3416.6666666666665,0.04233951219512195,4.45,0,1,6,0,4009,0.875,7
1,36,2,10,3,161.13,4416.666666666667,0.03648226415094339,17.32,0,1,7,0,15647,0.8109999999999999,26
1,36,3,10,2,152.18,12362.5,0.012309807886754297,20.43,0,0,17,0,116794,0.475,48
1,36,2,10,2,639.67,4442.75,0.14398064261999888,9.66,0,0,4,0,17856,0.5670000000000001,10
1,60,3,10,2,642.29,9833.0,0.06531984135055426,6.42,0,0,4,0,22671,0.953,9
1,36,2,0,3,288.41,4833.333333333333,0.05967103448275863,13.7,0,2,11,0,11312,0.6859999999999999,22
1,36,3,10,1,232.02,14166.666666666666,0.01637788235294118,5.6,0,3,7,0,19169,0.62,33
0,36,2,3,3,235.8,5000.0,0.04716,19.8,0,0,14,0,7119,0.828,26
0,36,3,10,2,1187.57,10000.0,0.11875699999999999,16.34,0,0,8,0,44287,0.773,29
1,36,2,3,3,170.84,8166.666666666667,0.02091918367346939,16.11,0,2,4,1,0,0.0,9
1,60,3,10,2,503.32,9833.0,0.05118681989219973,18.28,1,2,10,0,14624,0.578,36
1,36,3,5,1,168.92,6500.0,0.025987692307692305,11.86,0,0,13,0,23947,0.452,19
1,36,3,2,1,186.67,5166.666666666667,0.036129677419354835,19.34,0,0,18,0,21285,0.34,38
1,36,2,1,1,623.64,5416.666666666667,0.11513353846153845,20.95,0,0,6,0,19719,0.986,18
1,36,4,10,3,654.28,5579.0,0.1172754974009679,18.89,0,0,9,0,12683,0.18100000000000002,15
1,36,3,3,1,289.9,3416.6666666666665,0.08484878048780488,10.6,1,2,20,0,11250,0.179,39
1,36,2,6,1,87.0,3333.3333333333335,0.026099999999999998,15.27,0,1,8,0,7199,0.6729999999999999,11
1,36,2,2,3,107.23,3400.0,0.03153823529411765,3.09,0,0,6,0,2944,0.20800000000000002,7
1,36,3,10,2,162.87,10833.333333333334,0.015034153846153846,7.6,1,1,8,0,21472,0.713,43
1,36,2,0,3,171.74,1400.0,0.12267142857142858,7.86,0,1,3,0,3562,0.937,10
1,36,2,9,1,375.49,5000.0,0.075098,4.06,0,0,4,0,13221,0.685,13
1,36,3,10,1,151.64,9250.0,0.01639351351351351,4.39,0,0,10,0,16121,0.157,21
1,60,3,10,1,225.9,5000.0,0.04518,21.04,0,1,17,0,27166,0.45299999999999996,45
1,36,2,0,2,245.69,7916.666666666667,0.03103452631578947,24.19,0,0,6,0,590,0.843,15
1,36,3,3,3,60.88,5166.666666666667,0.011783225806451613,5.15,0,1,8,0,4217,0.198,24
1,36,2,2,2,291.98,4791.666666666667,0.06093495652173913,0.75,0,0,6,0,1238,0.28800000000000003,10
1,36,2,0,1,135.38,2083.3333333333335,0.0649824,17.42,0,0,7,0,296,0.013999999999999999,12
1,36,2,3,3,333.0,5000.0,0.0666,24.7,0,1,10,0,17809,0.46399999999999997,18
1,60,2,5,2,567.69,5416.666666666667,0.1048043076923077,20.62,0,3,11,1,14658,0.682,27
1,60,3,10,2,542.16,8416.666666666666,0.0644150495049505,9.27,0,0,12,0,12345,0.243,37
1,36,4,1,2,478.07,3166.6666666666665,0.15096947368421054,19.29,0,1,13,0,13327,0.4,20
1,36,2,1,1,54.57,5166.666666666667,0.010561935483870967,20.15,0,0,13,0,21370,0.9540000000000001,24
1,36,3,5,3,525.82,5667.0,0.09278630668784191,9.3,0,1,9,0,2362,0.079,17
1,60,3,10,2,549.69,8055.0,0.06824208566108009,20.09,0,0,20,0,29034,0.205,34
1,36,3,0,1,807.62,12083.333333333334,0.0668375172413793,1.73,0,1,9,0,5681,0.141,24
1,36,3,10,1,193.58,2625.0,0.07374476190476191,7.5,0,0,4,0,5167,0.517,6
1,60,3,7,2,578.09,6983.333333333333,0.08278138424821004,18.92,0,0,19,0,22333,0.616,41
1,60,3,10,2,571.78,11667.0,0.04900831404817005,10.89,0,2,16,0,24085,0.35200000000000004,38
0,36,3,5,2,284.31,5416.666666666667,0.052488,3.01,0,1,5,0,6526,0.946,8
1,60,3,4,3,254.97,3750.0,0.067992,12.67,0,0,9,0,0,0.0,21
1,60,3,10,1,287.09,4583.333333333333,0.06263781818181818,24.15,0,0,10,0,32751,0.478,25
1,36,2,7,1,348.29,4460.0,0.07809192825112109,19.87,0,0,9,0,13477,0.77,19
1,60,3,3,2,669.75,8333.333333333334,0.08037,21.13,0,3,18,0,36946,0.727,29
1,36,1,2,1,144.43,5250.0,0.027510476190476193,13.33,0,3,13,0,4004,0.17800000000000002,17
1,36,3,5,1,137.7,3979.0,0.034606685096757975,12.14,0,0,11,0,13233,0.231,25
1,36,2,10,3,336.9,6028.75,0.05588223097657059,2.09,1,0,6,0,1756,0.878,24
1,36,2,10,2,264.61,11250.0,0.02352088888888889,20.83,1,1,11,0,60324,0.33799999999999997,26
1,36,2,10,3,32.45,4274.849999999999,0.007590909622559858,8.09,0,0,5,0,9849,0.8490000000000001,8
1,36,3,10,3,546.73,5333.333333333333,0.102511875,10.13,0,1,12,0,12247,0.455,45
1,60,3,2,2,351.5,10416.666666666666,0.033744,9.62,0,2,11,0,26301,0.414,25
1,36,3,2,3,456.03,7083.333333333333,0.06438070588235294,17.39,0,2,6,0,11483,0.82,15
1,36,2,2,1,390.88,3033.3333333333335,0.12886153846153844,26.64,0,1,13,0,8076,0.284,27
1,36,2,2,1,172.92,2208.0,0.07831521739130434,1.63,0,0,2,0,1978,0.7909999999999999,12
1,36,3,0,3,186.61,2400.0,0.07775416666666667,15.46,0,0,5,0,5139,0.6759999999999999,15
1,36,2,5,3,403.42,2833.3333333333335,0.14238352941176471,23.05,2,2,13,1,8856,0.282,23
1,36,3,2,1,331.48,6167.0,0.05375060807523918,18.52,0,0,9,0,13674,0.514,19
1,36,3,9,2,746.44,12500.0,0.0597152,11.29,0,3,12,0,7062,0.11,31
1,36,3,7,3,72.39,10833.333333333334,0.0066821538461538455,7.78,0,2,12,0,11923,0.151,41
1,60,2,7,2,522.37,5097.75,0.10247069785689765,3.63,0,0,5,1,3501,0.158,13
1,60,2,2,3,301.41,5200.0,0.05796346153846154,20.79,0,1,6,0,4340,0.904,7
1,36,2,6,1,97.16,2299.9166666666665,0.04224500887713323,4.39,0,0,4,0,467,0.259,14
1,36,3,2,1,467.82,17500.0,0.02673257142857143,9.9,0,0,10,0,2699,0.32899999999999996,20
1,36,3,8,2,490.03,9750.0,0.050259487179487174,6.02,0,1,6,0,7755,0.902,8
1,36,2,0,1,422.77,3000.0,0.14092333333333332,12.6,0,0,12,0,5663,0.37,21
1,36,2,6,2,131.19,3500.0,0.037482857142857144,13.4,0,1,7,0,4041,0.6409999999999999,12
1,60,3,9,3,50.89,11000.0,0.004626363636363637,14.46,0,1,10,0,2320,0.075,45
1,36,2,8,3,128.94,3916.6666666666665,0.03292085106382979,6.23,0,0,8,0,3714,0.442,19
0,36,3,8,1,71.02,4500.0,0.015782222222222222,20.73,0,3,5,0,396,0.198,17
1,36,2,1,3,326.16,2416.6666666666665,0.13496275862068968,19.16,0,1,5,0,2761,0.28800000000000003,7
1,36,2,7,1,317.38,7750.0,0.04095225806451613,13.79,2,0,12,0,15734,0.893,19
1,36,3,4,1,171.55,7083.333333333333,0.02421882352941177,10.6,0,2,11,0,4315,0.537,14
1,36,3,0,3,130.18,2000.0,0.06509000000000001,1.0,0,2,3,0,50,0.017,7
1,60,2,3,1,233.2,4000.0,0.0583,14.25,0,0,6,0,14108,0.995,22
1,36,3,7,2,219.36,5433.333333333333,0.04037300613496933,10.25,0,1,11,0,15223,0.258,22
1,36,2,0,3,271.45,2500.0,0.10858,14.52,1,0,8,0,6912,0.43700000000000006,17
1,36,2,7,3,246.07,5416.666666666667,0.04542830769230769,13.13,0,2,6,1,5479,0.945,14
1,36,3,10,1,154.7,2800.0,0.055249999999999994,23.32,0,1,19,0,10387,0.122,35
1,36,2,2,3,304.36,4666.666666666667,0.06522,16.76,0,0,6,0,2820,0.264,15
1,60,2,10,1,388.75,4000.0,0.0971875,14.6,1,2,11,0,15096,0.736,32
1,36,3,0,1,264.32,12000.0,0.022026666666666667,9.61,0,1,5,0,5166,0.973,14
0,36,3,10,1,332.22,2333.3333333333335,0.14238,10.67,1,0,6,0,6598,0.21600000000000003,11
1,36,2,0,2,81.58,1500.0,0.054386666666666666,4.27,0,1,7,0,3666,0.7190000000000001,9
1,36,2,10,3,275.96,4166.666666666667,0.0662304,0.77,0,1,3,0,2964,0.26899999999999996,7
1,36,2,10,1,497.01,3500.0,0.14200285714285715,14.2,0,0,8,1,10894,0.396,11
1,60,2,0,2,60.66,2700.0,0.022466666666666666,14.52,0,1,6,0,3135,0.29,10
1,36,4,4,1,305.01,6250.0,0.0488016,18.19,1,2,16,0,11361,0.35,36
1,36,2,10,2,888.14,7916.666666666667,0.11218610526315789,17.58,0,2,11,0,29253,0.7120000000000001,26
1,36,2,2,1,287.92,2400.0,0.11996666666666668,20.25,0,0,8,0,14699,0.5760000000000001,10
1,36,4,10,1,811.79,12500.0,0.06494319999999999,13.42,0,0,10,0,346,0.006999999999999999,16
1,36,2,7,1,527.36,8000.0,0.06592,11.13,2,2,13,0,14337,0.564,26
0,36,4,0,3,77.78,1000.0,0.07778,16.3,0,2,13,0,4853,0.42200000000000004,20
0,60,3,6,3,297.4,5833.333333333333,0.05098285714285714,5.21,0,3,12,0,33817,0.583,16
1,36,3,10,3,148.38,4516.333333333333,0.03285408517233744,14.57,1,0,13,0,8720,0.35200000000000004,27
1,36,2,1,2,387.15,5270.833333333333,0.07345138339920948,26.09,0,0,13,0,8167,0.337,44
1,36,4,0,2,51.62,4000.0,0.012905,1.63,1,0,8,0,345,0.575,11
1,36,3,10,1,582.93,8032.0,0.07257594621513944,24.13,0,4,9,0,16507,0.45,38
0,60,3,10,2,423.11,6500.0,0.06509384615384615,18.38,0,2,12,1,8679,0.5670000000000001,16
0,36,3,1,2,662.68,6333.333333333333,0.10463368421052631,10.72,0,0,8,0,2261,0.175,24
1,36,2,1,2,748.39,6250.0,0.1197424,22.08,0,0,17,0,23176,0.843,36
1,36,3,5,1,65.47,4166.666666666667,0.0157128,16.99,0,0,13,0,10627,0.47700000000000004,20
1,60,3,10,3,125.78,2300.0,0.05468695652173913,14.7,1,0,2,0,440,0.88,6
1,36,2,10,1,115.4,7833.333333333333,0.014731914893617023,13.01,0,0,8,0,12470,0.63,24
1,36,4,3,2,322.63,8000.0,0.04032875,9.82,0,1,21,0,5215,0.109,57
0,36,2,3,1,107.8,3666.6666666666665,0.0294,0.46,0,3,2,0,384,0.96,11
1,60,2,8,1,347.95,4583.333333333333,0.07591636363636364,19.7,0,2,8,0,12732,0.736,31
1,36,2,1,3,260.93,3750.0,0.06958133333333333,15.28,0,0,14,0,8214,0.878,21
1,36,3,10,3,304.43,7000.0,0.04349,16.07,0,1,15,0,65451,0.642,32
1,36,3,3,3,246.73,3333.3333333333335,0.07401899999999999,8.01,0,0,7,0,2831,0.198,18
1,60,3,9,1,254.44,6000.0,0.04240666666666667,16.18,0,0,4,0,10,0.1,23
1,60,3,6,2,365.29,8333.333333333334,0.0438348,7.24,0,1,8,0,16259,0.436,23
1,36,2,10,2,307.04,4800.0,0.06396666666666667,16.38,0,0,5,0,10922,0.65,8
1,60,3,1,2,475.99,7083.333333333333,0.06719858823529412,19.06,0,1,15,0,24863,0.7170000000000001,32
1,60,2,8,2,341.48,4333.333333333333,0.07880307692307693,24.72,0,0,11,0,13051,0.38,25
1,60,3,1,3,126.87,5666.666666666667,0.022388823529411763,10.85,0,2,9,0,4528,0.515,25
1,36,2,1,1,232.47,4000.0,0.0581175,8.45,0,0,8,0,11542,0.9159999999999999,12
1,60,3,6,3,319.6,11250.0,0.02840888888888889,2.25,4,0,3,0,262,0.327,31
1,36,3,10,2,396.92,11666.666666666666,0.03402171428571429,11.86,0,0,14,0,39255,0.755,34
1,60,2,6,2,552.12,6250.0,0.0883392,15.04,0,0,14,0,22956,0.5429999999999999,37
1,60,2,10,2,350.3,9000.0,0.038922222222222226,21.38,0,0,16,0,61601,0.44,24
1,36,3,10,2,93.34,9166.666666666666,0.010182545454545456,19.91,0,1,14,0,52134,0.677,27
1,36,3,4,1,37.43,2666.6666666666665,0.01403625,14.93,0,1,17,0,13271,0.162,49
1,36,3,9,1,339.25,12500.0,0.02714,12.49,0,0,13,0,39636,0.99,57
1,60,2,10,2,468.17,4583.333333333333,0.10214618181818183,26.4,0,2,6,0,13440,0.902,18
1,36,3,7,2,393.83,4200.0,0.09376904761904761,14.26,0,0,14,0,13050,0.344,22
1,36,2,10,2,378.76,4500.0,0.08416888888888889,8.36,0,0,12,0,8422,0.47100000000000003,19
1,36,3,9,2,938.71,12916.666666666666,0.07267432258064517,9.86,0,3,11,0,79761,0.048,39
1,36,3,3,3,490.83,19583.333333333332,0.025063659574468086,7.65,0,1,8,0,43305,0.48700000000000004,16
1,36,2,3,3,178.46,3750.0,0.04758933333333334,5.65,0,0,8,0,1391,0.29,12
0,60,3,1,2,261.67,4333.333333333333,0.060385384615384625,12.53,0,0,3,0,11677,0.517,11
0,36,2,7,1,505.16,10000.0,0.050516000000000005,16.97,0,3,27,0,57196,0.445,39
1,60,4,3,2,617.83,3916.6666666666665,0.15774382978723406,14.6,0,2,9,0,20459,0.537,30
1,36,3,2,2,591.54,12983.333333333334,0.04556148908857509,7.34,0,1,5,0,70526,0.14300000000000002,13
1,36,2,2,2,395.66,3065.0,0.12908972267536706,19.84,0,0,9,0,11873,0.6859999999999999,26
0,36,2,10,3,572.32,5000.0,0.11446400000000001,21.4,0,1,14,0,16336,0.456,28
1,36,2,5,3,193.35,2600.0,0.07436538461538461,8.35,0,2,5,0,2860,0.311,9
0,60,2,8,3,364.46,3083.3333333333335,0.11820324324324323,20.14,0,1,11,0,8626,0.8370000000000001,30
1,36,2,1,2,314.23,3833.3333333333335,0.08197304347826087,8.53,1,0,7,0,10159,0.775,13
1,36,2,4,1,222.13,3500.0,0.06346571428571428,20.37,0,1,12,0,8662,0.74,17
1,36,2,1,1,227.92,2500.0,0.091168,4.24,0,0,3,0,2169,0.868,14
1,36,3,9,1,265.68,6250.0,0.0425088,14.96,0,1,14,0,10822,0.591,25
1,36,2,3,2,266.52,3075.25,0.0866661247053085,6.21,0,0,5,0,6883,0.6559999999999999,5
1,36,2,5,1,181.97,2458.0,0.07403173311635476,21.52,0,0,9,0,4256,0.284,14
1,60,2,2,2,410.8,2500.0,0.16432,9.84,0,0,12,0,9228,0.605,14
1,60,2,2,3,212.45,2000.0,0.106225,14.8,0,1,7,0,9231,0.71,10
1,60,3,0,2,613.41,4000.0,0.1533525,15.82,0,0,5,1,8859,0.895,16
1,36,3,4,1,316.42,7250.0,0.043644137931034485,10.86,0,3,12,0,14679,0.863,19
1,36,3,2,1,493.65,4250.0,0.11615294117647058,23.86,0,0,13,0,21511,0.604,28
1,36,4,3,1,460.56,2500.0,0.184224,2.68,0,0,4,0,3634,0.371,22
1,36,3,9,1,154.37,3333.3333333333335,0.046311,28.62,0,0,9,0,6742,0.11699999999999999,23
1,36,3,10,1,276.7,7916.666666666667,0.03495157894736842,20.21,0,0,21,0,43718,0.938,55
1,36,2,0,3,93.54,2100.0,0.04454285714285715,7.43,0,0,4,0,2804,0.8759999999999999,13
1,36,3,8,1,322.68,4166.666666666667,0.07744319999999999,12.86,0,0,6,1,7239,0.664,21
1,60,2,4,3,503.32,4250.0,0.11842823529411764,18.45,0,0,10,0,11805,0.922,14
1,60,2,2,2,328.52,4291.666666666667,0.0765483495145631,23.41,0,0,6,0,6598,0.5479999999999999,10
1,60,3,5,3,673.72,9583.333333333334,0.07030121739130435,12.07,0,0,7,0,31496,0.5579999999999999,27
1,60,3,10,1,147.43,5250.0,0.028081904761904763,6.72,0,0,5,0,17598,0.258,20
1,36,2,3,3,304.18,3000.0,0.10139333333333334,16.73,0,0,5,0,1187,0.076,12
0,36,3,10,1,83.12,3480.0,0.02388505747126437,21.55,0,0,6,1,4332,0.985,23
1,36,3,2,1,387.15,5000.0,0.07743,13.48,0,0,9,0,18936,0.353,22
1,36,3,6,2,303.27,6250.0,0.048523199999999996,15.79,0,1,11,0,4536,0.436,35
1,36,2,0,1,316.11,5833.333333333333,0.05419028571428572,15.38,0,0,11,0,15315,0.41200000000000003,23
1,36,2,3,2,272.95,7000.0,0.03899285714285714,10.91,0,0,6,0,7308,0.359,21
1,36,2,8,1,560.15,5833.333333333333,0.09602571428571428,11.45,0,2,16,0,7263,0.382,47
1,36,3,10,3,497.22,5000.0,0.099444,12.2,0,3,9,0,3470,0.17600000000000002,42
1,36,3,0,1,151.73,2253.3333333333335,0.06733579881656804,22.5,0,1,16,0,974,0.043,26
1,36,3,0,3,475.79,9166.666666666666,0.051904363636363644,2.0,0,1,6,0,1,0.0,31
1,36,2,5,1,206.03,4583.333333333333,0.044952000000000006,3.77,1,0,10,0,3859,0.21600000000000003,16
1,36,2,10,3,355.99,4083.3333333333335,0.08718122448979591,23.39,1,1,11,0,11896,0.5479999999999999,35
1,36,2,3,3,290.41,3800.0,0.07642368421052632,14.42,0,0,9,0,239,0.053,24
1,36,2,5,3,405.66,3800.0,0.10675263157894738,8.16,0,1,7,0,5568,0.43799999999999994,18
1,36,3,2,3,158.13,2400.0,0.0658875,23.38,0,0,6,0,10024,0.835,22
1,36,3,0,1,112.29,3750.0,0.029944000000000002,2.0,0,2,6,0,3309,0.14300000000000002,12
1,60,2,0,2,888.58,7083.333333333333,0.12544658823529412,2.56,0,1,4,0,9479,0.379,7
1,36,2,2,1,248.08,2000.0,0.12404000000000001,21.1,0,0,6,0,0,0.0,12
1,36,2,10,2,390.63,5416.666666666667,0.07211630769230769,3.66,2,1,9,0,11132,0.883,25
1,36,3,6,2,873.76,9583.333333333334,0.09117495652173913,14.37,0,0,10,0,50510,0.73,26
1,36,2,4,2,185.74,14583.333333333334,0.012736457142857142,9.59,0,1,7,1,4,0.0,11
1,36,3,10,2,650.9,5833.333333333333,0.11158285714285715,13.78,0,0,8,0,12369,0.419,19
1,36,2,4,1,334.67,5708.333333333333,0.05862832116788322,11.11,1,1,13,0,13827,0.522,23
1,36,3,2,1,159.23,3222.25,0.04941578089844053,7.98,0,0,14,0,11689,0.892,25
1,60,4,3,3,230.05,3333.3333333333335,0.069015,21.63,0,1,11,0,9422,0.693,29
1,36,2,7,2,704.45,5722.166666666667,0.1231089622229342,17.84,0,0,7,0,47687,0.797,17
1,36,3,3,1,101.41,3000.0,0.03380333333333333,22.43,0,1,11,1,12905,0.812,20
1,36,3,0,1,152.18,9166.666666666666,0.016601454545454548,0.24,0,0,6,0,1477,0.0,22
1,36,2,3,3,510.63,3750.0,0.136168,12.64,0,0,6,0,19689,0.61,12
1,36,3,10,1,228.75,5416.666666666667,0.04223076923076923,17.46,0,3,4,0,3667,0.293,15
1,36,4,10,1,66.94,4583.333333333333,0.01460509090909091,9.56,0,0,8,0,6810,0.5670000000000001,31
1,36,2,10,1,109.05,3666.6666666666665,0.029740909090909092,16.23,0,0,3,0,8779,0.998,30
0,36,2,4,2,170.21,2333.3333333333335,0.07294714285714285,12.21,1,1,12,0,6347,0.7,16
1,36,3,2,1,65.75,3500.0,0.018785714285714284,13.43,0,0,10,0,6353,0.457,28
1,36,2,10,3,339.31,4100.0,0.08275853658536586,20.0,0,1,10,0,5598,0.21,37
1,36,3,10,3,623.57,15416.666666666666,0.04044778378378379,11.26,2,0,16,0,26645,0.624,48
1,60,2,6,1,54.35,2800.0,0.019410714285714285,17.43,0,0,5,0,10490,0.632,9
0,60,3,1,3,359.19,5416.666666666667,0.066312,12.61,0,3,8,0,21712,0.6829999999999999,16
0,36,3,9,2,918.02,12333.333333333334,0.07443405405405405,18.54,1,1,9,0,46031,0.774,38
1,36,2,4,1,254.48,3833.3333333333335,0.06638608695652173,12.52,0,0,12,0,9599,0.674,18
0,60,2,0,1,66.31,1708.0,0.0388231850117096,7.26,0,1,4,0,5476,0.41200000000000003,10
1,36,3,10,2,152.18,5166.666666666667,0.029454193548387096,16.03,0,0,15,0,113,0.006,53
1,36,3,3,1,453.57,3198.0,0.14182926829268291,12.98,0,1,11,0,15208,0.309,18
1,36,2,2,1,97.85,2938.0,0.033304969366916265,20.83,0,2,6,0,17928,0.9540000000000001,19
1,36,3,2,2,873.76,4166.666666666667,0.20970239999999998,15.36,0,2,11,0,19662,0.5920000000000001,27
1,60,4,5,2,413.58,3921.0,0.10547819433817904,19.43,0,0,6,0,19330,0.77,9
1,60,3,10,3,241.59,2958.3333333333335,0.08166422535211268,17.98,1,2,6,0,7222,0.48100000000000004,31
0,36,4,0,1,52.96,4000.0,0.01324,8.97,0,3,13,0,8794,0.8540000000000001,15
1,60,3,6,3,216.18,4083.0,0.05294636296840559,6.42,0,2,8,0,13890,0.37,18
1,60,3,3,1,373.63,7083.333333333333,0.052747764705882355,10.73,0,1,19,0,17823,0.11800000000000001,39
1,36,3,10,2,309.32,10833.333333333334,0.02855261538461538,15.99,0,1,15,0,97419,0.73,39
1,36,3,8,1,466.53,5750.0,0.08113565217391304,5.48,0,0,9,0,5716,0.408,18
0,36,2,5,1,178.41,1000.0,0.17840999999999999,11.7,0,3,5,0,194,0.018000000000000002,6
1,36,3,10,3,298.9,6250.0,0.047824,5.58,0,0,6,0,17000,0.49700000000000005,21
1,36,3,10,2,501.23,6666.666666666667,0.0751845,5.61,0,1,8,0,10746,0.537,17
1,36,2,1,3,132.59,2300.0,0.057647826086956525,7.13,0,0,8,0,1876,0.67,23
0,36,3,3,2,78.69,2300.0,0.03421304347826087,20.61,0,1,15,0,13294,0.87,18
1,36,3,6,1,162.23,2500.0,0.06489199999999999,3.8,0,0,2,0,3164,0.28800000000000003,8
1,36,2,2,3,234.55,6250.0,0.037528,22.37,0,0,22,0,8950,0.6629999999999999,34
0,36,3,0,1,170.22,2940.0,0.05789795918367347,17.69,1,2,6,0,12110,0.302,18
1,36,2,7,1,322.63,7916.666666666667,0.04075326315789474,3.75,0,1,2,0,2220,0.264,5
1,36,3,9,3,210.87,4800.0,0.04393125,13.19,0,0,6,0,5388,0.7809999999999999,10
1,36,3,0,2,545.89,3480.0,0.15686494252873562,9.37,0,0,7,0,12807,0.483,17
1,60,3,0,2,270.48,10889.48,0.02483865161605513,22.14,0,0,17,0,32585,0.903,63
1,36,3,10,3,410.08,4533.333333333333,0.09045882352941177,22.46,2,2,13,0,23,0.008,33
1,36,2,6,2,257.8,2666.6666666666665,0.09667500000000001,3.23,0,0,3,0,5746,0.611,4
1,36,2,0,3,158.09,4302.5,0.03674375363160953,11.09,0,0,10,0,4858,0.934,29
1,60,4,10,2,913.52,29166.666666666668,0.031320685714285715,6.67,0,0,10,0,51106,0.938,17
1,60,3,4,3,331.21,7083.333333333333,0.04675905882352941,21.47,0,2,12,0,14493,0.929,26
0,36,3,10,3,328.06,10833.333333333334,0.030282461538461536,19.37,0,1,12,0,25032,0.909,39
1,36,2,10,3,489.31,4200.0,0.11650238095238095,13.33,0,0,5,0,8998,0.35600000000000004,18
1,36,2,1,1,331.48,5457.333333333333,0.060740288297092604,12.79,1,0,11,0,7394,0.503,26
1,60,3,2,2,465.27,4783.0,0.09727576834622621,25.78,0,3,10,0,25225,0.49,26
1,36,2,10,1,392.81,7000.0,0.05611571428571428,6.67,0,0,8,1,12393,0.632,22
1,36,3,10,1,504.4,4360.0,0.11568807339449541,18.14,2,0,5,0,12836,0.313,16
1,36,4,0,1,132.32,2600.0,0.05089230769230769,3.12,0,0,5,0,866,0.025,6
0,36,3,10,3,173.99,4500.0,0.038664444444444446,14.71,0,1,7,0,3340,0.795,17
0,60,3,2,1,119.51,4583.333333333333,0.026074909090909093,5.08,0,0,6,0,7458,0.672,7
1,60,3,0,1,143.62,4000.0,0.035905,8.83,0,0,16,0,7120,0.278,55
1,36,4,0,1,303.46,2300.0,0.1319391304347826,8.43,0,2,13,0,4103,0.155,26
1,36,3,3,2,646.96,7125.0,0.09080140350877193,17.67,0,1,11,0,24142,0.732,22
1,36,4,10,1,182.77,6166.666666666667,0.029638378378378377,11.25,0,0,16,0,30949,0.5429999999999999,29
0,36,2,3,3,317.44,4833.0,0.06568177115663149,24.31,0,1,13,0,23802,0.5920000000000001,26
1,36,3,10,2,938.71,7000.0,0.13410142857142857,5.94,0,0,12,0,26358,0.233,41
0,36,4,0,1,101.07,4800.0,0.02105625,3.65,1,0,10,0,2670,0.11699999999999999,17
1,36,3,4,1,470.98,4333.333333333333,0.10868769230769232,24.18,0,1,16,0,48160,0.835,26
1,36,4,9,1,93.67,4166.666666666667,0.0224808,5.35,0,0,17,0,21050,0.006999999999999999,29
1,36,3,10,2,148.85,6666.666666666667,0.022327499999999997,28.23,0,3,19,0,76962,0.616,47
1,36,2,0,1,225.84,5500.0,0.041061818181818185,6.58,0,0,4,0,9150,0.8390000000000001,6
1,36,3,10,3,168.62,10000.0,0.016862000000000002,12.64,0,2,11,0,12328,0.7290000000000001,25
1,60,2,4,2,402.61,5833.333333333333,0.06901885714285715,15.46,0,2,5,0,1821,0.91,19
1,60,3,2,3,517.45,5000.0,0.10349000000000001,0.72,0,1,4,0,954,0.053,19
1,36,2,2,1,159.92,5667.0,0.028219516499029467,3.99,1,1,4,0,468,0.07200000000000001,17
1,60,3,10,1,176.63,3525.6,0.05009927388245972,1.67,0,2,8,0,1644,0.21600000000000003,29
1,36,2,7,3,98.21,3000.0,0.032736666666666664,10.23,0,2,12,0,5093,0.344,17
1,60,2,2,3,115.03,3900.0,0.029494871794871796,2.49,0,2,3,0,44,0.006,4
0,60,3,10,2,296.75,7750.0,0.03829032258064516,19.81,0,2,17,0,77839,0.938,40
1,36,2,1,1,93.31,1460.0,0.0639109589041096,9.66,0,0,5,0,3748,0.195,9
1,36,3,9,2,264.61,2916.6666666666665,0.09072342857142858,9.7,0,0,7,0,6142,0.465,8
1,60,3,10,3,183.76,5416.666666666667,0.033924923076923075,11.22,1,1,6,0,2576,0.147,25
1,60,3,10,2,344.25,6250.0,0.05508,16.62,0,0,17,0,25934,0.457,51
1,36,3,10,2,185.64,19000.0,0.009770526315789473,7.49,0,0,11,0,35724,0.054000000000000006,29
1,36,3,0,3,148.63,2500.0,0.059452,13.96,1,1,5,0,1926,0.235,16
1,36,2,7,3,92.62,2666.6666666666665,0.034732500000000006,16.99,0,1,12,0,10958,0.311,20
1,60,3,3,2,750.04,9723.0,0.07714080016455827,8.49,0,0,9,0,4168,0.055999999999999994,23
1,60,2,2,3,452.74,3666.6666666666665,0.12347454545454546,9.95,0,3,4,0,2117,0.529,10
1,60,2,10,2,533.29,7083.333333333333,0.075288,18.73,0,2,14,0,33573,0.385,37
1,36,2,3,3,398.6,8166.666666666667,0.048808163265306126,16.4,0,0,10,0,30993,0.7120000000000001,14
